booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-11324,GST-0390,2024-11-26,2024-11-26,2024-11-28,RT_OCV,RC_CORP,CH_WAL,Business,Checked-Out,15022.8,1,1,2
RES-11325,GST-1065,2024-08-03,2024-09-01,2024-09-03,RT_STE,RC_RACK,CH_DIR,Leisure,Checked-Out,18179.2,1,1,1
RES-11326,GST-0363,2024-05-30,2024-07-18,2024-07-21,RT_STQ,RC_AAA,CH_BDC,Transient,Checked-Out,9729.72,1,1,0
RES-11327,GST-1267,2024-06-09,2024-07-21,2024-07-22,RT_STE,RC_NRF,CH_DIR,Transient,Checked-Out,8150.48,1,1,1
RES-11328,GST-1967,2024-03-14,2024-04-18,2024-04-21,RT_DLK,RC_RACK,CH_DIR,Leisure,Checked-Out,11174.4,1,1,0
RES-11329,GST-0354,2024-07-19,2024-08-05,2024-08-07,RT_STQ,RC_PROMO,CH_DIR,Wholesale,Checked-Out,7182.5,1,1,1
RES-11330,GST-0484,2024-05-22,2024-07-19,2024-07-20,RT_STQ,RC_NRF,CH_BDC,Business,Checked-Out,3440.32,1,1,0
RES-11331,GST-1925,2024-08-26,2024-09-23,2024-09-26,RT_DLK,RC_AAA,CH_EXP,Leisure,Checked-Out,9298.8,1,2,0
RES-11332,GST-0520,2024-02-18,2024-03-14,2024-03-17,RT_STE,RC_AAA,CH_BDC,Wholesale,Checked-Out,32248.8,1,2,0
RES-11333,GST-1170,2024-10-03,2024-11-08,2024-11-10,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,8413.6,1,2,0
RES-11334,GST-1949,2024-12-05,2024-12-25,2024-12-26,RT_STQ,RC_RACK,CH_BDC,Transient,Checked-Out,4305.6,1,1,0
RES-11335,GST-0355,2024-11-18,2024-12-24,2024-12-26,RT_DLK,RC_NRF,CH_DIR,Business,Checked-Out,8767.2,1,2,1
RES-11336,GST-0732,2024-01-09,2024-01-28,2024-01-30,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,13029.12,2,4,1
RES-11337,GST-1669,2024-06-16,2024-07-10,2024-07-11,RT_DLK,RC_RACK,CH_BDC,Transient,Checked-Out,6487.0,1,1,0
RES-11338,GST-0306,2024-05-16,2024-07-11,2024-07-12,RT_OCV,RC_PROMO,CH_BDC,Business,Checked-Out,5181.34,1,1,0
RES-11339,GST-1687,2024-03-11,2024-04-24,2024-04-26,RT_DLK,RC_AAA,CH_DIR,Business,No-Show,2656.8,1,2,0
RES-11340,GST-0310,2024-07-28,2024-09-06,2024-09-08,RT_OCV,RC_RACK,CH_BDC,Business,Cancelled,0,1,1,0
RES-11341,GST-0784,2024-01-01,2024-01-31,2024-02-01,RT_STQ,RC_RACK,CH_EXP,Business,Checked-Out,4212.0,1,2,2
RES-11342,GST-0406,2024-03-26,2024-04-15,2024-04-21,RT_STQ,RC_RACK,CH_GDS,Group,Cancelled,0,1,1,0
RES-11343,GST-1796,2024-05-13,2024-06-07,2024-06-09,RT_STQ,RC_CORP,CH_BDC,Leisure,Checked-Out,4147.2,1,2,1
RES-11344,GST-0288,2024-03-05,2024-03-16,2024-03-19,RT_STQ,RC_CORP,CH_GDS,Transient,Cancelled,0,1,1,1
RES-11345,GST-0752,2024-12-01,2024-12-08,2024-12-11,RT_OCV,RC_AAA,CH_GDS,Leisure,Checked-Out,20937.15,1,1,1
RES-11346,GST-1195,2024-02-21,2024-03-15,2024-03-17,RT_ACC,RC_RACK,CH_EXP,Business,Checked-Out,5390.0,1,2,0
RES-11347,GST-0794,2024-01-30,2024-02-22,2024-02-23,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,13748.8,4,4,0
RES-11348,GST-1258,2024-10-30,2024-11-09,2024-11-11,RT_STQ,RC_AAA,CH_DIR,Business,No-Show,3786.12,1,2,2
RES-11349,GST-0046,2024-02-03,2024-03-09,2024-03-11,RT_DLK,RC_NRF,CH_EXP,Business,Cancelled,0,2,1,0
RES-11350,GST-1455,2024-07-03,2024-07-04,2024-07-06,RT_STQ,RC_RACK,CH_WAL,Business,Checked-Out,8000.2,1,2,0
RES-11351,GST-1612,2024-06-04,2024-07-11,2024-07-13,RT_DLK,RC_AAA,CH_EXP,Business,Checked-Out,10225.8,1,2,0
RES-11352,GST-0218,2024-01-01,2024-01-30,2024-01-31,RT_STQ,RC_AAA,CH_DIR,Transient,Checked-Out,3845.79,1,1,0
RES-11353,GST-0055,2024-08-17,2024-08-18,2024-08-23,RT_STQ,RC_AAA,CH_WAL,Group,Checked-Out,57581.55,3,4,0
RES-11354,GST-1115,2024-02-15,2024-03-02,2024-03-03,RT_STQ,RC_NRF,CH_DIR,Business,Checked-Out,2711.2,1,1,0
RES-11355,GST-0401,2024-04-06,2024-05-11,2024-05-13,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,5587.2,1,2,3
RES-11356,GST-1954,2024-04-09,2024-04-24,2024-04-26,RT_STQ,RC_NRF,CH_EXP,Leisure,Checked-Out,3939.84,1,2,0
RES-11357,GST-1441,2024-01-01,2024-01-17,2024-01-20,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,12429.3,1,2,0
RES-11358,GST-1659,2024-07-07,2024-07-27,2024-07-30,RT_DLK,RC_RACK,CH_GDS,Leisure,Cancelled,0,1,1,1
RES-11359,GST-1433,2024-07-30,2024-07-31,2024-08-01,RT_STQ,RC_RACK,CH_WAL,Business,Checked-Out,7326.8,2,1,1
RES-11360,GST-1629,2024-05-07,2024-05-16,2024-05-18,RT_DLK,RC_AAA,CH_DIR,Leisure,Checked-Out,6971.04,1,1,1
RES-11361,GST-1153,2024-01-01,2024-01-16,2024-01-17,RT_STQ,RC_CORP,CH_BDC,Transient,Cancelled,0,4,2,0
RES-11362,GST-1251,2024-10-02,2024-11-16,2024-11-18,RT_DLK,RC_CORP,CH_BDC,Business,Checked-Out,12326.6,1,1,1
RES-11363,GST-0407,2024-09-30,2024-11-18,2024-11-22,RT_DLK,RC_RACK,CH_EXP,Leisure,Checked-Out,19286.8,1,1,0
RES-11364,GST-0994,2024-04-18,2024-05-13,2024-05-15,RT_STQ,RC_AAA,CH_EXP,Business,Checked-Out,4243.68,1,2,0
RES-11365,GST-1868,2024-05-05,2024-05-22,2024-05-27,RT_STQ,RC_NRF,CH_DIR,Leisure,Checked-Out,32332.8,3,1,0
RES-11366,GST-0105,2024-01-20,2024-02-29,2024-03-01,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,4369.3,1,1,1
RES-11367,GST-1353,2024-01-28,2024-02-26,2024-02-28,RT_OCV,RC_PROMO,CH_BDC,Business,Checked-Out,13041.21,1,2,2
RES-11368,GST-1838,2024-08-31,2024-10-09,2024-10-13,RT_STE,RC_PROMO,CH_DIR,Wholesale,Checked-Out,80335.2,2,1,1
RES-11369,GST-1744,2024-09-22,2024-10-07,2024-10-10,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,8845.2,1,2,0
RES-11370,GST-1511,2024-08-12,2024-08-19,2024-08-22,RT_DLK,RC_AAA,CH_GDS,Leisure,Checked-Out,12727.26,1,1,0
RES-11371,GST-0656,2024-06-07,2024-07-27,2024-07-28,RT_OCV,RC_NRF,CH_EXP,Business,Cancelled,0,1,1,2
RES-11372,GST-1047,2024-11-02,2024-11-03,2024-11-10,RT_OCV,RC_CORP,CH_WAL,Group,Checked-Out,57794.1,1,2,0
RES-11373,GST-1373,2024-10-17,2024-11-04,2024-11-07,RT_STQ,RC_CORP,CH_GDS,Leisure,Checked-Out,12597.0,1,1,1
RES-11374,GST-0868,2024-04-26,2024-05-14,2024-05-19,RT_DLK,RC_AAA,CH_DIR,Leisure,Checked-Out,14691.6,1,1,0
RES-11375,GST-0773,2024-10-22,2024-12-17,2024-12-20,RT_OCV,RC_AAA,CH_EXP,Transient,Checked-Out,18655.65,1,2,1
RES-11376,GST-0580,2024-11-08,2024-11-09,2024-11-11,RT_STE,RC_CORP,CH_WAL,Leisure,Checked-Out,23857.6,1,1,0
RES-11377,GST-0314,2024-05-25,2024-07-15,2024-07-16,RT_ACC,RC_RACK,CH_BDC,Business,Checked-Out,4088.5,1,1,0
RES-11378,GST-1982,2024-08-16,2024-10-13,2024-10-16,RT_DLK,RC_RACK,CH_BDC,Transient,Checked-Out,11898.0,1,1,3
RES-11379,GST-0810,2024-10-17,2024-11-04,2024-11-07,RT_DLK,RC_NRF,CH_EXP,Wholesale,Cancelled,0,1,2,0
RES-11380,GST-1700,2024-10-27,2024-12-11,2024-12-14,RT_STQ,RC_PROMO,CH_DIR,Transient,Checked-Out,11052.21,1,1,1
RES-11381,GST-0222,2024-03-21,2024-04-12,2024-04-14,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,4953.6,1,1,0
RES-11382,GST-1597,2024-05-21,2024-05-22,2024-05-24,RT_OCV,RC_RACK,CH_WAL,Business,Checked-Out,7673.6,1,2,0
RES-11383,GST-0065,2024-07-31,2024-08-01,2024-08-04,RT_OCV,RC_RACK,CH_WAL,Group,Checked-Out,21301.8,1,1,1
RES-11384,GST-0260,2024-01-01,2024-02-05,2024-02-07,RT_DLK,RC_CORP,CH_BDC,Leisure,Checked-Out,11232.0,1,1,0
RES-11385,GST-0907,2024-05-08,2024-06-30,2024-07-03,RT_OCV,RC_PROMO,CH_EXP,Leisure,Checked-Out,13019.28,1,2,0
RES-11386,GST-1263,2024-09-29,2024-11-07,2024-11-12,RT_DLK,RC_PROMO,CH_BDC,Leisure,Checked-Out,22862.45,1,2,1
RES-11387,GST-1776,2024-11-30,2024-12-10,2024-12-12,RT_STQ,RC_RACK,CH_DIR,Leisure,Checked-Out,6830.2,1,1,0
RES-11388,GST-1408,2024-01-01,2024-02-06,2024-02-08,RT_OCV,RC_RACK,CH_BDC,Wholesale,Checked-Out,12074.4,1,1,0
RES-11389,GST-1221,2024-05-25,2024-06-23,2024-06-25,RT_STQ,RC_NRF,CH_EXP,Transient,Cancelled,0,1,2,0
RES-11390,GST-1228,2024-10-24,2024-12-06,2024-12-10,RT_DLK,RC_RACK,CH_DIR,Leisure,Checked-Out,19645.6,1,2,0
RES-11391,GST-0601,2024-09-23,2024-10-19,2024-10-22,RT_STQ,RC_CORP,CH_GDS,Wholesale,Cancelled,0,1,2,0
RES-11392,GST-0030,2024-09-06,2024-09-07,2024-09-09,RT_OCV,RC_RACK,CH_WAL,Transient,Checked-Out,8960.0,1,2,1
RES-11393,GST-1976,2024-02-21,2024-03-14,2024-03-16,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,4422.4,1,1,2
RES-11394,GST-0378,2024-10-29,2024-12-03,2024-12-07,RT_STQ,RC_RACK,CH_BDC,Leisure,Cancelled,0,1,2,0
RES-11395,GST-0383,2024-07-23,2024-08-26,2024-08-28,RT_OCV,RC_RACK,CH_DIR,Business,Checked-Out,15394.6,1,1,1
RES-11396,GST-1256,2024-02-16,2024-02-28,2024-03-01,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,17846.4,2,3,0
RES-11397,GST-1059,2024-10-01,2024-10-15,2024-10-17,RT_OCV,RC_RACK,CH_BDC,Wholesale,Checked-Out,10942.0,1,2,1
RES-11398,GST-1145,2024-06-04,2024-07-09,2024-07-10,RT_DLK,RC_RACK,CH_DIR,Transient,Checked-Out,5276.7,1,2,1
RES-11399,GST-1747,2024-03-22,2024-04-01,2024-04-02,RT_STE,RC_RACK,CH_DIR,Transient,Checked-Out,9064.8,1,2,0
RES-11400,GST-0881,2024-01-01,2024-02-08,2024-02-12,RT_OCV,RC_AAA,CH_EXP,Leisure,Cancelled,0,1,2,2
RES-11401,GST-0359,2024-08-25,2024-09-28,2024-09-30,RT_OCV,RC_CORP,CH_EXP,Business,Checked-Out,8385.6,1,2,0
RES-11402,GST-1385,2024-08-17,2024-09-03,2024-09-06,RT_STQ,RC_CORP,CH_GDS,Leisure,Checked-Out,8136.0,1,1,0
RES-11403,GST-0397,2024-10-10,2024-11-17,2024-11-24,RT_OCV,RC_AAA,CH_DIR,Group,No-Show,14044.68,2,4,2
RES-11404,GST-0816,2024-02-24,2024-04-09,2024-04-10,RT_DLK,RC_RACK,CH_BDC,Business,Checked-Out,2849.6,1,2,1
RES-11405,GST-1679,2024-01-28,2024-02-08,2024-02-13,RT_DLK,RC_NRF,CH_DIR,Leisure,Checked-Out,20826.0,1,1,0
RES-11406,GST-1247,2024-03-07,2024-03-22,2024-03-26,RT_DLK,RC_RACK,CH_GDS,Wholesale,Checked-Out,15876.0,1,2,0
RES-11407,GST-1757,2024-01-14,2024-02-12,2024-02-18,RT_STQ,RC_CORP,CH_GDS,Group,Checked-Out,23017.8,1,1,1
RES-11408,GST-0708,2024-06-25,2024-07-10,2024-07-14,RT_DLK,RC_RACK,CH_GDS,Leisure,Checked-Out,22750.0,1,2,1
RES-11409,GST-0974,2024-01-01,2024-01-22,2024-01-24,RT_DLK,RC_NRF,CH_BDC,Business,Cancelled,0,1,2,3
RES-11410,GST-1050,2024-09-10,2024-10-31,2024-11-02,RT_OCV,RC_NRF,CH_BDC,Transient,Checked-Out,9120.0,1,1,0
RES-11411,GST-0645,2024-07-06,2024-09-01,2024-09-05,RT_STQ,RC_NRF,CH_EXP,Group,Cancelled,0,1,1,2
RES-11412,GST-1226,2024-02-24,2024-03-22,2024-03-26,RT_STQ,RC_NRF,CH_EXP,Wholesale,Checked-Out,10124.8,1,1,0
RES-11413,GST-1623,2024-09-11,2024-09-19,2024-09-22,RT_DLK,RC_PROMO,CH_DIR,Wholesale,Checked-Out,7794.84,1,1,0
RES-11414,GST-1055,2024-03-12,2024-03-22,2024-03-25,RT_STQ,RC_CORP,CH_GDS,Group,Checked-Out,10005.0,1,1,2
RES-11415,GST-0034,2024-01-23,2024-01-31,2024-02-05,RT_STQ,RC_AAA,CH_DIR,Leisure,Cancelled,0,1,1,1
RES-11416,GST-0388,2024-03-26,2024-05-14,2024-05-16,RT_OCV,RC_RACK,CH_EXP,Transient,No-Show,5120.8,1,1,0
RES-11417,GST-1547,2024-09-30,2024-10-15,2024-10-18,RT_OCV,RC_AAA,CH_DIR,Leisure,Checked-Out,13888.8,1,2,1
RES-11418,GST-1619,2024-07-28,2024-08-29,2024-08-30,RT_ACC,RC_NRF,CH_DIR,Business,Checked-Out,2603.12,1,2,3
RES-11419,GST-1205,2024-01-01,2024-02-07,2024-02-09,RT_OCV,RC_RACK,CH_EXP,Transient,Checked-Out,16876.6,1,2,0
RES-11420,GST-0027,2024-01-25,2024-02-23,2024-02-26,RT_OCV,RC_AAA,CH_GDS,Leisure,Checked-Out,17820.27,1,2,0
RES-11421,GST-1258,2024-01-22,2024-01-22,2024-01-24,RT_DLK,RC_RACK,CH_WAL,Transient,Checked-Out,12090.0,1,1,0
RES-11422,GST-0289,2024-06-09,2024-07-31,2024-08-06,RT_DLK,RC_CORP,CH_EXP,Group,Checked-Out,27541.8,1,1,0
RES-11423,GST-1397,2024-06-01,2024-07-22,2024-07-27,RT_STQ,RC_CORP,CH_BDC,Leisure,Checked-Out,17446.0,1,2,2
RES-11424,GST-0048,2024-06-25,2024-08-22,2024-08-24,RT_STQ,RC_RACK,CH_BDC,Business,Checked-Out,7709.0,1,1,0
RES-11425,GST-0620,2024-10-08,2024-10-26,2024-10-29,RT_OCV,RC_RACK,CH_GDS,Leisure,Checked-Out,19278.0,1,2,0
RES-11426,GST-1990,2024-11-16,2024-12-16,2024-12-19,RT_STE,RC_AAA,CH_GDS,Leisure,Checked-Out,38606.49,1,1,0
RES-11427,GST-1379,2024-10-05,2024-11-13,2024-11-16,RT_STQ,RC_RACK,CH_BDC,Leisure,Cancelled,0,1,2,0
RES-11428,GST-1204,2024-04-22,2024-05-22,2024-05-24,RT_ACC,RC_NRF,CH_DIR,Business,Checked-Out,3372.8,1,2,0
RES-11429,GST-1707,2024-10-22,2024-10-22,2024-10-25,RT_STQ,RC_NRF,CH_WAL,Leisure,Checked-Out,8073.6,1,1,1
RES-11430,GST-0037,2024-06-11,2024-07-01,2024-07-03,RT_STQ,RC_CORP,CH_GDS,Business,Checked-Out,9029.8,1,1,0
RES-11431,GST-1771,2024-05-01,2024-06-30,2024-07-02,RT_DLK,RC_RACK,CH_EXP,Business,Checked-Out,5616.0,1,1,0
RES-11432,GST-0537,2024-06-14,2024-08-01,2024-08-03,RT_DLK,RC_RACK,CH_BDC,Business,Cancelled,0,1,2,2
RES-11433,GST-1314,2024-01-01,2024-01-15,2024-01-16,RT_DLK,RC_RACK,CH_BDC,Transient,Cancelled,0,1,1,0
RES-11434,GST-0876,2024-08-10,2024-08-20,2024-08-23,RT_STQ,RC_NRF,CH_DIR,Transient,Cancelled,0,1,1,1
RES-11435,GST-1216,2024-11-25,2024-12-14,2024-12-16,RT_STQ,RC_PROMO,CH_EXP,Business,Checked-Out,6795.75,1,1,1
RES-11436,GST-0289,2024-03-24,2024-05-03,2024-05-07,RT_DLK,RC_AAA,CH_BDC,Leisure,Checked-Out,10854.72,1,2,1
RES-11437,GST-0847,2024-03-12,2024-03-13,2024-03-14,RT_STE,RC_CORP,CH_WAL,Business,No-Show,9546.0,1,1,0
RES-11438,GST-0681,2024-04-12,2024-04-30,2024-05-02,RT_DLK,RC_CORP,CH_DIR,Leisure,Checked-Out,7134.4,1,2,0
RES-11439,GST-1074,2024-07-01,2024-08-17,2024-08-18,RT_OCV,RC_RACK,CH_BDC,Transient,Checked-Out,6929.0,1,2,0
RES-11440,GST-0880,2024-04-19,2024-05-22,2024-05-25,RT_STE,RC_RACK,CH_EXP,Leisure,Cancelled,0,1,1,0
RES-11441,GST-1634,2024-10-02,2024-10-10,2024-10-13,RT_OCV,RC_RACK,CH_GDS,Wholesale,Checked-Out,15552.0,1,2,1
RES-11442,GST-0806,2024-07-12,2024-08-05,2024-08-08,RT_STQ,RC_AAA,CH_EXP,Leisure,Checked-Out,10803.78,1,1,0
RES-11443,GST-0683,2024-05-15,2024-06-14,2024-06-16,RT_DLK,RC_RACK,CH_GDS,Leisure,No-Show,15564.8,4,2,0
RES-11444,GST-0171,2024-10-13,2024-11-10,2024-11-12,RT_STQ,RC_CORP,CH_GDS,Leisure,Checked-Out,6877.0,1,2,1
RES-11445,GST-0111,2024-10-21,2024-11-27,2024-11-28,RT_DLK,RC_CORP,CH_BDC,Business,Checked-Out,5388.5,1,1,1
RES-11446,GST-0002,2024-10-15,2024-10-16,2024-10-19,RT_OCV,RC_RACK,CH_WAL,Group,Checked-Out,13563.0,1,1,0
RES-11447,GST-0228,2024-05-16,2024-07-10,2024-07-13,RT_OCV,RC_PROMO,CH_EXP,Transient,Checked-Out,19575.07,1,2,0
RES-11448,GST-0579,2024-03-30,2024-04-14,2024-04-16,RT_DLK,RC_RACK,CH_DIR,Transient,Checked-Out,7548.8,1,2,1
RES-11449,GST-1871,2024-07-02,2024-07-27,2024-07-30,RT_STQ,RC_RACK,CH_DIR,Transient,Checked-Out,12230.4,1,1,0
RES-11450,GST-1838,2024-03-23,2024-05-03,2024-05-04,RT_OCV,RC_RACK,CH_BDC,Business,Checked-Out,4429.6,1,2,0
RES-11451,GST-1112,2024-11-09,2024-12-14,2024-12-17,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,13579.8,1,1,2
RES-11452,GST-1405,2024-01-05,2024-02-14,2024-02-16,RT_STQ,RC_AAA,CH_BDC,Business,Cancelled,0,1,1,0
RES-11453,GST-0878,2024-06-25,2024-07-24,2024-07-26,RT_STQ,RC_CORP,CH_GDS,Transient,Checked-Out,7768.8,1,1,3
RES-11454,GST-1026,2024-11-23,2024-12-19,2024-12-26,RT_ACC,RC_NRF,CH_EXP,Group,Checked-Out,20347.6,1,2,2
RES-11455,GST-0043,2024-02-29,2024-03-28,2024-04-01,RT_OCV,RC_AAA,CH_DIR,Leisure,Checked-Out,16257.6,1,1,0
RES-11456,GST-0436,2024-05-23,2024-06-02,2024-06-07,RT_STQ,RC_RACK,CH_GDS,Leisure,Checked-Out,12200.0,1,1,1
RES-11457,GST-1173,2024-02-14,2024-03-03,2024-03-04,RT_STQ,RC_NRF,CH_BDC,Business,Checked-Out,2603.2,1,2,1
RES-11458,GST-0096,2024-06-28,2024-08-13,2024-08-15,RT_DLK,RC_NRF,CH_EXP,Business,Checked-Out,8313.76,1,1,0
RES-11459,GST-0805,2024-11-22,2024-12-27,2024-12-29,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,7389.2,1,2,0
RES-11460,GST-1159,2024-08-03,2024-08-04,2024-08-05,RT_DLK,RC_CORP,CH_WAL,Business,Checked-Out,5601.7,1,1,0
RES-11461,GST-1647,2024-07-07,2024-07-08,2024-07-11,RT_STQ,RC_NRF,CH_WAL,Transient,Checked-Out,8395.92,1,2,2
RES-11462,GST-1424,2024-06-15,2024-07-09,2024-07-10,RT_STQ,RC_AAA,CH_BDC,Business,Cancelled,0,1,1,0
RES-11463,GST-1961,2024-01-13,2024-02-11,2024-02-13,RT_DLK,RC_CORP,CH_DIR,Leisure,Checked-Out,11879.4,1,1,1
RES-11464,GST-1159,2024-09-08,2024-10-08,2024-10-10,RT_DLK,RC_RACK,CH_DIR,Business,Checked-Out,9252.0,1,2,0
RES-11465,GST-0950,2024-09-08,2024-10-25,2024-10-27,RT_STQ,RC_NRF,CH_BDC,Leisure,Checked-Out,5160.0,1,2,2
RES-11466,GST-0981,2024-09-13,2024-10-21,2024-10-24,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,10395.0,1,2,2
RES-11467,GST-1646,2024-11-26,2024-12-16,2024-12-19,RT_OCV,RC_NRF,CH_EXP,Leisure,Checked-Out,15113.28,1,1,0
RES-11468,GST-1129,2024-04-19,2024-05-04,2024-05-07,RT_OCV,RC_RACK,CH_DIR,Leisure,Checked-Out,11090.4,1,2,3
RES-11469,GST-1342,2024-02-22,2024-03-04,2024-03-06,RT_DLK,RC_NRF,CH_DIR,Business,Checked-Out,6779.2,1,1,1
RES-11470,GST-1507,2024-01-09,2024-02-09,2024-02-10,RT_STQ,RC_RACK,CH_BDC,Business,Cancelled,0,1,2,0
RES-11471,GST-1742,2024-04-08,2024-04-16,2024-04-20,RT_STQ,RC_RACK,CH_GDS,Group,Checked-Out,9648.0,1,1,0
RES-11472,GST-0811,2024-10-17,2024-11-07,2024-11-13,RT_STQ,RC_NRF,CH_DIR,Group,Checked-Out,18514.08,1,1,1
RES-11473,GST-0460,2024-10-28,2024-11-09,2024-11-11,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,8317.4,1,1,0
RES-11474,GST-0775,2024-09-28,2024-09-28,2024-09-29,RT_DLK,RC_PROMO,CH_WAL,Business,Checked-Out,2420.12,1,2,0
RES-11475,GST-0793,2024-02-04,2024-03-15,2024-03-17,RT_OCV,RC_RACK,CH_EXP,Business,Checked-Out,9056.0,1,2,3
RES-11476,GST-0856,2024-01-20,2024-01-21,2024-01-22,RT_OCV,RC_AAA,CH_WAL,Transient,Checked-Out,6942.78,1,2,0
RES-11477,GST-0124,2024-11-29,2024-12-15,2024-12-20,RT_STQ,RC_NRF,CH_EXP,Leisure,Checked-Out,18137.6,1,2,1
RES-11478,GST-0387,2024-10-12,2024-11-19,2024-11-22,RT_STQ,RC_RACK,CH_BDC,Leisure,Checked-Out,11559.6,1,2,0
RES-11479,GST-1807,2024-07-29,2024-07-29,2024-07-31,RT_STQ,RC_PROMO,CH_WAL,Business,Checked-Out,7653.23,1,2,1
RES-11480,GST-0208,2024-08-30,2024-10-14,2024-10-17,RT_ACC,RC_CORP,CH_BDC,Transient,Checked-Out,9396.0,1,2,0
RES-11481,GST-0492,2024-09-06,2024-11-02,2024-11-04,RT_DLK,RC_NRF,CH_BDC,Transient,Checked-Out,8401.12,1,1,2
RES-11482,GST-1475,2024-03-25,2024-04-12,2024-04-16,RT_ACC,RC_PROMO,CH_GDS,Wholesale,Checked-Out,6957.76,1,1,0
RES-11483,GST-0415,2024-06-15,2024-07-13,2024-07-15,RT_STQ,RC_CORP,CH_GDS,Business,Checked-Out,7579.0,1,2,0
RES-11484,GST-0957,2024-08-22,2024-09-26,2024-10-01,RT_DLK,RC_CORP,CH_BDC,Leisure,Checked-Out,17288.0,1,2,1
RES-11485,GST-1931,2024-04-19,2024-05-09,2024-05-13,RT_STQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,8369.44,1,2,0
RES-11486,GST-1492,2024-03-30,2024-04-30,2024-05-03,RT_STQ,RC_PROMO,CH_BDC,Leisure,Checked-Out,5263.2,1,1,0
RES-11487,GST-1861,2024-05-04,2024-06-12,2024-06-14,RT_DLK,RC_NRF,CH_DIR,Leisure,Checked-Out,5374.72,1,1,0
RES-11488,GST-1926,2024-02-12,2024-03-12,2024-03-14,RT_DLK,RC_RACK,CH_EXP,Leisure,Checked-Out,8856.0,1,1,0
RES-11489,GST-1470,2024-05-23,2024-06-09,2024-06-11,RT_STQ,RC_RACK,CH_BDC,Business,Cancelled,0,1,1,2
RES-11490,GST-1673,2024-01-01,2024-02-05,2024-02-08,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,9116.64,1,1,0
RES-11491,GST-1859,2024-02-01,2024-03-17,2024-03-19,RT_DLK,RC_CORP,CH_BDC,Business,Cancelled,0,1,2,1
RES-11492,GST-0915,2024-06-17,2024-07-11,2024-07-14,RT_STQ,RC_RACK,CH_DIR,Transient,Checked-Out,13326.3,1,2,0
RES-11493,GST-1729,2024-02-28,2024-04-23,2024-04-24,RT_STQ,RC_AAA,CH_BDC,Transient,Checked-Out,2440.8,1,1,1
RES-11494,GST-0842,2024-07-17,2024-08-29,2024-08-31,RT_STQ,RC_NRF,CH_BDC,Transient,Checked-Out,5480.8,1,2,0
RES-11495,GST-0400,2024-01-01,2024-02-07,2024-02-09,RT_DLK,RC_PROMO,CH_EXP,Business,Checked-Out,8424.52,1,1,0
RES-11496,GST-1918,2024-01-04,2024-01-27,2024-02-01,RT_STQ,RC_CORP,CH_EXP,Leisure,Checked-Out,21944.0,1,1,0
RES-11497,GST-0655,2024-10-17,2024-11-19,2024-11-20,RT_DLK,RC_RACK,CH_EXP,Transient,Cancelled,0,1,1,1
RES-11498,GST-1084,2024-01-18,2024-01-18,2024-01-21,RT_STQ,RC_AAA,CH_WAL,Group,Checked-Out,9484.02,1,1,0
RES-11499,GST-0801,2024-10-19,2024-11-26,2024-11-30,RT_STQ,RC_CORP,CH_DIR,Group,Checked-Out,14830.4,1,2,1
RES-11500,GST-1761,2024-10-10,2024-12-07,2024-12-09,RT_STQ,RC_RACK,CH_BDC,Business,Cancelled,0,1,1,0
RES-11501,GST-0745,2024-04-22,2024-04-23,2024-04-27,RT_OCV,RC_NRF,CH_WAL,Group,Checked-Out,12195.84,1,2,3
RES-11502,GST-0962,2024-09-07,2024-10-02,2024-10-04,RT_DLK,RC_CORP,CH_EXP,Transient,Checked-Out,9486.0,1,1,1
RES-11503,GST-0410,2024-01-30,2024-03-06,2024-03-07,RT_STQ,RC_AAA,CH_EXP,Business,Checked-Out,6145.2,2,2,1
RES-11504,GST-1974,2024-12-27,2024-12-28,2025-01-04,RT_DLK,RC_NRF,CH_WAL,Group,Confirmed,29323.84,1,2,0
RES-11505,GST-0538,2024-12-10,2024-12-26,2024-12-27,RT_STQ,RC_PROMO,CH_DIR,Business,Checked-Out,3839.88,1,1,1
RES-11506,GST-1545,2024-11-03,2024-12-23,2024-12-26,RT_DLK,RC_RACK,CH_BDC,Leisure,Checked-Out,19379.1,1,1,0
RES-11507,GST-1963,2024-06-08,2024-07-05,2024-07-07,RT_OCV,RC_RACK,CH_EXP,Business,Checked-Out,15191.8,1,2,2
